,Average Time,Game_Duration,Time_Per_Move,Number_of_Turns
13296,0.01,16.75,0.2,83
13297,0.01,10.3,0.09,112
13298,0.01,19.4,0.14,134
13299,0.02,3.75,0.07,55
13300,0.01,3.8,0.05,74
13301,0.01,9.02,0.07,122
13302,0.01,7.19,0.06,120
13303,0.02,7.02,0.12,60
13304,0.02,6.53,0.15,45
13305,0.01,13.46,0.09,150
13306,0.02,15.75,0.26,61
13307,0.01,8.84,0.09,95
13308,0.01,13.08,0.14,94
13309,0.01,12.05,0.16,76
13310,0.04,2.47,0.1,26
13311,0.02,12.4,0.3,42
13312,0.01,19.31,0.22,86
13313,0.01,15.09,0.15,99
13314,0.04,4.81,0.19,26
13315,0.02,19.72,0.38,52
13316,0.02,24.61,0.42,59
13317,0.02,13.57,0.26,52
13318,0.03,5.48,0.16,34
13319,0.03,10.61,0.27,39
13320,0.01,17.3,0.19,93
13321,0.03,4.72,0.16,29
13322,0.01,10.01,0.15,66
13323,0.01,19.85,0.24,84
13324,0.02,26.61,0.4,67
13325,0.02,21.29,0.34,62
13326,0.01,16.44,0.2,81
13327,0.02,15.06,0.24,63
13328,0.01,28.63,0.3,96
13330,0.01,31.26,0.32,99
13331,0.02,13.21,0.3,44
13332,0.02,4.63,0.1,47
13333,0.07,1.77,0.12,15
13334,0.01,8.49,0.1,88
13335,0.02,85.85,1.36,63
13336,0.02,22.88,0.42,54
13337,0.02,17.25,0.34,50
13338,0.02,10.36,0.24,44
13339,0.03,9.32,0.25,37
13340,0.05,1.72,0.08,21
13341,0.01,16.06,0.11,149
13342,0.01,22.38,0.24,94
13343,0.02,24.06,0.39,61
13344,0.05,9.87,0.47,21
13345,0.02,12.04,0.24,50
13346,0.03,12.75,0.42,30
13347,0.02,7.83,0.14,55
13348,0.02,12.44,0.22,57
13349,0.02,6.18,0.13,48
13350,0.05,2.96,0.14,21
13351,0.03,4.62,0.13,35
13352,0.02,2.95,0.07,43
13353,0.01,7.82,0.07,111
13354,0.02,16.29,0.33,49
13355,0.03,36.61,0.92,40
13356,0.02,30.19,0.53,57
13357,0.07,3.88,0.28,14
13359,0.05,1.85,0.1,19
13360,0.03,6.79,0.19,36
13361,0.02,6.32,0.11,57
13362,0.01,11.73,0.09,134
13363,0.03,3.44,0.1,33
13364,0.03,60.04,2.07,29
13365,0.01,60.06,0.59,102
13366,0.03,11.04,0.28,40
13367,0.01,21.7,0.29,75
13369,0.01,29.32,0.39,76
13370,0.01,21.07,0.28,76
13371,0.01,31.34,0.36,86
13372,0.01,74.47,1.02,73
13373,0.06,1.63,0.1,17
13374,0.05,3.03,0.15,20
13375,0.02,13.76,0.24,58
13376,0.02,19.53,0.33,59
13377,0.02,21.24,0.39,54
13378,0.01,21.49,0.19,112
13379,0.03,10.32,0.33,31
13380,0.02,13.75,0.24,57
13381,0.01,16.24,0.21,77
13382,0.03,19.43,0.51,38
13383,0.02,26.65,0.41,65
13384,0.03,14.36,0.48,30
13385,0.01,41.89,0.48,88
13386,0.01,15.99,0.16,97
13387,0.02,19.85,0.32,62
13388,0.05,4.53,0.22,21
13389,0.02,27.0,0.57,47
13390,0.03,15.0,0.43,35
13391,0.01,20.08,0.25,80
13392,0.02,24.85,0.55,45
13393,0.02,12.22,0.29,42
13394,0.02,23.5,0.43,55
13395,0.02,23.37,0.42,56
13396,0.01,21.73,0.21,103
13397,0.03,9.23,0.27,34
13398,0.03,3.17,0.1,32
13399,0.01,29.74,0.35,85
13400,0.01,23.38,0.23,100
13401,0.03,7.63,0.22,34
13402,0.05,3.83,0.19,20
13403,0.02,27.15,0.45,61
13404,0.02,39.68,0.84,47
13405,0.02,39.57,0.65,61
13406,0.02,34.42,0.58,59
13407,0.04,16.92,0.65,26
13408,0.02,49.33,1.12,44
13409,0.02,45.94,0.78,59
13410,0.03,38.82,1.0,39
13411,0.02,28.11,0.6,47
13412,0.02,31.92,0.6,53
13413,0.02,21.78,0.44,50
13414,0.01,49.05,0.66,74
13415,0.02,15.61,0.32,49
13416,0.01,79.41,1.02,78
13417,0.02,13.55,0.3,45
13418,0.02,39.11,0.71,55
13419,0.03,22.34,0.59,38
13420,0.04,19.52,0.81,24
13421,0.03,13.23,0.39,34
13422,0.01,15.11,0.21,72
13423,0.02,12.27,0.19,64
13424,0.02,8.51,0.15,57
13425,0.02,6.25,0.12,51
13426,0.01,96.52,1.12,86
13427,0.03,10.99,0.3,37
13428,0.01,46.89,0.38,122
13430,0.01,14.57,0.15,97
13431,0.01,19.27,0.16,117
13432,0.03,4.85,0.15,32
13433,0.05,1.92,0.09,21
13434,0.01,9.21,0.13,70
13438,0.01,14.73,0.13,111
13439,0.0,15.37,0.07,205
13440,0.02,8.75,0.14,61
13442,0.02,6.78,0.11,62
13444,0.01,5.56,0.07,85
13445,0.01,15.38,0.15,106
13446,0.01,13.22,0.13,102
13447,0.01,9.36,0.13,70
13480,0.01,7.34,0.08,91
13481,0.01,6.74,0.1,70
13482,0.02,7.68,0.14,55
13483,0.01,13.31,0.13,101
13484,0.01,5.86,0.08,76
13485,0.02,7.53,0.18,41
13486,0.02,5.67,0.11,50
13487,0.01,8.0,0.1,84
13488,0.01,13.04,0.12,109
13489,0.01,12.4,0.18,69
13490,0.02,5.16,0.12,44
13491,0.01,8.4,0.12,70
13492,0.02,19.3,0.43,45
13493,0.04,11.91,0.44,27
13494,0.02,15.93,0.35,46
13495,0.02,5.24,0.1,53
13496,0.04,3.04,0.11,27
13497,0.01,14.9,0.15,99
13498,0.01,13.38,0.16,85
13499,0.01,7.02,0.1,67
13500,0.01,10.14,0.11,96
13501,0.01,11.57,0.14,82
13502,0.02,7.81,0.16,48
13503,0.02,11.0,0.2,54
13504,0.01,20.44,0.18,112
13505,0.03,8.61,0.26,33
13506,0.02,8.63,0.15,59
13507,0.01,11.0,0.09,119
13509,0.02,9.64,0.21,46
13510,0.02,5.4,0.12,45
13511,0.02,3.82,0.09,41
13512,0.02,8.33,0.15,55
13513,0.02,12.59,0.2,63
13514,0.01,11.34,0.13,89
13515,0.01,14.34,0.2,71
13516,0.01,106.42,1.42,75
13517,0.02,5.56,0.13,43
13518,0.02,9.97,0.18,54
13519,0.01,18.62,0.2,94
13520,0.03,5.14,0.13,40
13521,0.01,5.64,0.06,93
13523,0.01,5.96,0.08,77
13524,0.01,8.93,0.12,74
13525,0.02,6.96,0.16,43
13526,0.01,19.05,0.16,118
13527,0.01,18.98,0.19,102
13528,0.02,7.85,0.13,62
13529,0.02,10.49,0.16,66
13530,0.05,1.22,0.06,22
13531,0.01,10.47,0.13,81
13532,0.02,11.15,0.18,62
13533,0.02,7.03,0.15,46
13534,0.01,14.3,0.14,105
13535,0.02,8.76,0.18,48
13536,0.02,11.82,0.2,60
13537,0.02,9.67,0.19,50
13538,0.02,6.12,0.11,54
13539,0.01,7.45,0.08,96
13540,0.02,18.98,0.3,63
13541,0.05,1.69,0.08,21
13542,0.01,10.26,0.15,69
13543,0.01,14.5,0.2,71
13544,0.02,11.17,0.2,56
13545,0.03,2.69,0.07,38
13546,0.02,4.56,0.09,51
13547,0.02,17.0,0.3,57
13548,0.04,1.89,0.07,26
13549,0.01,13.28,0.07,179
13550,0.02,7.72,0.13,61
13551,0.01,14.3,0.21,67
13552,0.04,1.56,0.07,22
13553,0.06,1.08,0.07,15
13554,0.01,9.46,0.12,77
13555,0.0,16.74,0.08,216
13556,0.02,29.76,0.58,51
13559,0.02,30.17,0.5,60
13561,0.04,12.46,0.54,23
13562,0.02,6.73,0.15,44
13563,0.01,21.46,0.2,110
13564,0.01,53.76,0.37,147
13565,0.01,31.22,0.43,72
13566,0.02,20.87,0.32,65
13567,0.01,52.76,0.42,127
13568,0.03,21.71,0.56,39
13569,0.01,52.05,0.44,117
13570,0.02,33.08,0.59,56
13571,0.02,20.09,0.39,52
13572,0.01,42.3,0.63,67
13573,0.01,39.32,0.31,128
13574,0.01,60.79,0.43,142
13575,0.01,57.54,0.43,133
13576,0.02,28.78,0.67,43
13577,0.01,62.95,0.43,147
13578,0.02,29.02,0.6,48
13579,0.02,35.63,0.71,50
13580,0.02,25.83,0.39,67
13581,0.05,4.28,0.23,19
13582,0.06,1.19,0.07,16
13583,0.02,7.75,0.12,64
13584,0.02,7.48,0.12,65
13585,0.04,5.08,0.18,28
13586,0.03,3.61,0.11,34
13587,0.02,25.39,0.49,52
13588,0.02,13.61,0.28,48
13589,0.01,28.2,0.32,87
13590,0.02,15.57,0.26,60
13591,0.02,8.02,0.15,52
13592,0.02,11.45,0.25,46
13593,0.03,5.83,0.19,31
13594,0.02,11.59,0.21,55
13595,0.01,13.89,0.17,82
13596,0.05,7.86,0.37,21
13613,0.01,19.33,0.17,116
13614,0.02,14.56,0.22,67
13615,0.03,8.57,0.24,35
13616,0.05,5.72,0.26,22
13617,0.02,18.57,0.28,66
13618,0.01,21.82,0.17,130
13619,0.01,16.5,0.15,109
13620,0.04,1.51,0.06,25
13621,0.01,11.04,0.08,143
13622,0.01,15.66,0.11,139
13623,0.02,7.73,0.16,49
13624,0.02,8.23,0.13,62
13625,0.03,2.99,0.08,36
13626,0.01,8.93,0.08,108
13627,0.01,14.9,0.14,105
13628,0.04,2.09,0.09,24
13629,0.02,6.67,0.13,51
13630,0.01,15.67,0.19,82
13631,0.02,9.53,0.18,54
13632,0.01,6.56,0.08,81
13633,0.02,14.21,0.22,66
13634,0.02,7.14,0.12,61
13635,0.01,11.35,0.17,66
13636,0.02,12.84,0.26,50
13637,0.02,10.01,0.18,57
13638,0.02,4.52,0.11,41
13639,0.02,7.96,0.13,61
13640,0.01,18.85,0.27,70
13641,0.01,15.72,0.17,93
13642,0.02,9.21,0.22,42
13644,0.02,6.67,0.13,53
13645,0.02,10.85,0.21,52
13646,0.02,10.52,0.19,55
13647,0.03,12.43,0.34,37
13648,0.01,19.55,0.24,80
13649,0.02,10.7,0.21,50
13650,0.02,7.4,0.16,45
13651,0.02,7.96,0.16,49
13652,0.02,20.45,0.34,60
13653,0.02,17.0,0.36,47
13654,0.01,5.12,0.07,69
13655,0.06,1.76,0.1,18
13656,0.02,6.68,0.12,57
13657,0.03,4.48,0.13,34
13658,0.02,5.16,0.11,45
13659,0.02,15.42,0.29,53
13660,0.02,5.85,0.11,51
13661,0.02,7.1,0.16,44
13664,0.02,16.27,0.25,64
13665,0.01,18.89,0.23,81
13666,0.02,13.14,0.21,63
13667,0.02,17.72,0.36,49
13668,0.01,29.16,0.21,138
13669,0.01,69.34,0.76,91
13670,0.03,5.79,0.17,34
13671,0.01,17.9,0.19,93
13672,0.01,33.64,0.37,92
13673,0.01,19.67,0.2,98
13674,0.01,33.04,0.3,109
13675,0.01,27.75,0.36,78
13676,0.01,15.64,0.2,80
13677,0.01,22.17,0.29,77
13678,0.01,30.99,0.19,166
13679,0.02,10.32,0.22,47
13680,0.01,14.22,0.2,71
13681,0.02,5.67,0.09,60
13682,0.02,4.71,0.09,55
13683,0.04,1.96,0.07,27
13684,0.01,6.65,0.07,96
13685,0.01,11.28,0.14,81
13686,0.01,8.51,0.09,90
13687,0.02,5.93,0.11,54
13688,0.01,10.46,0.1,105
13689,0.01,6.61,0.08,83
13690,0.01,13.1,0.17,76
13691,0.01,7.83,0.09,89
13692,0.03,4.08,0.12,35
13693,0.01,9.54,0.12,80
13694,0.01,7.59,0.09,84
13695,0.03,2.42,0.07,37
13696,0.01,9.49,0.09,100
13697,0.01,8.97,0.13,68
13698,0.04,2.15,0.09,25
13699,0.01,8.89,0.13,70
13700,0.01,18.44,0.12,153
13702,0.01,13.14,0.15,85
13703,0.01,12.77,0.16,81
13704,0.01,14.98,0.15,102
13705,0.02,10.44,0.17,62
13706,0.03,3.89,0.11,35
13707,0.01,8.15,0.07,124
13708,0.02,12.57,0.21,61
13709,0.01,12.73,0.18,72
13710,0.02,5.02,0.12,41
13711,0.02,5.31,0.09,57
13712,0.03,3.67,0.1,37
13717,0.01,9.82,0.1,97
13718,0.01,11.52,0.17,67
13719,0.01,10.48,0.15,71
13720,0.01,15.79,0.11,138
13721,0.02,4.88,0.12,40
13722,0.01,22.32,0.2,111
13723,0.02,15.49,0.29,54
13724,0.03,9.0,0.27,33
13725,0.01,12.29,0.14,90
13726,0.01,17.48,0.19,90
13727,0.02,4.42,0.11,40
13728,0.02,7.7,0.16,49
13730,0.02,4.41,0.07,59
13771,0.01,11.05,0.13,86
13772,0.02,6.89,0.12,56
13773,0.01,17.89,0.14,125
13774,0.02,8.2,0.15,55
13775,0.01,15.34,0.14,112
13776,0.02,10.53,0.16,64
13777,0.02,12.66,0.23,55
13778,0.01,18.63,0.11,175
13779,0.02,9.44,0.17,56
13780,0.03,13.99,0.38,37
13781,0.01,32.08,0.21,156
13782,0.01,11.78,0.15,81
13783,0.02,11.92,0.18,67
13784,0.01,13.07,0.15,86
13785,0.01,17.4,0.25,70
13786,0.01,19.22,0.18,106
13787,0.02,12.77,0.23,56
13788,0.03,7.03,0.18,39
13789,0.01,18.8,0.19,100
13790,0.01,18.23,0.16,117
13791,0.02,14.91,0.24,63
13792,0.01,20.36,0.24,86
13793,0.01,16.9,0.21,80
13794,0.01,32.17,0.47,69
13795,0.01,16.84,0.24,71
13796,0.01,27.65,0.34,81
13797,0.02,20.63,0.35,59
13798,0.01,25.38,0.23,109
13799,0.03,18.43,0.54,34
13800,0.01,25.05,0.22,113
13801,0.01,26.94,0.2,134
13802,0.01,15.93,0.15,103
13803,0.02,13.51,0.25,53
13804,0.02,17.66,0.38,47
13805,0.02,11.16,0.21,54
13806,0.01,29.58,0.21,143
13807,0.04,2.22,0.09,24
13808,0.03,7.37,0.22,33
13809,0.01,9.53,0.14,67
13810,0.02,20.04,0.38,53
13811,0.02,7.06,0.13,54
13812,0.02,5.88,0.12,49
13813,0.03,6.49,0.22,30
13814,0.02,6.74,0.16,41
13815,0.02,26.96,0.43,62
13816,0.01,17.8,0.15,118
13817,0.02,25.9,0.39,66
13818,0.1,35.27,3.53,10
13819,0.02,20.48,0.48,43
13820,0.02,6.64,0.11,61
13821,0.01,16.68,0.2,85
13822,0.02,9.48,0.21,45
13823,0.04,3.15,0.14,23
13824,0.03,5.28,0.15,36
13825,0.01,14.25,0.1,144
13826,0.01,12.68,0.14,88
13827,0.02,5.72,0.13,45
13828,0.02,5.27,0.13,40
13829,0.03,2.08,0.07,30
13830,0.04,2.26,0.1,23
13831,0.01,19.31,0.1,196
13832,0.02,8.5,0.14,59
13833,0.02,10.49,0.17,61
13834,0.02,9.41,0.16,58
13835,0.07,1.02,0.07,15
13836,0.02,8.88,0.17,51
13837,0.02,9.49,0.17,55
13838,0.02,8.52,0.15,55
13839,0.02,6.53,0.11,62
13840,0.01,6.43,0.09,74
13841,0.01,17.51,0.13,134
13842,0.01,13.12,0.15,87
13843,0.02,14.41,0.27,54
13844,0.01,39.63,0.21,189
13845,0.01,16.1,0.24,66
13846,0.01,14.74,0.19,79
13847,0.02,7.8,0.13,58
13848,0.05,1.61,0.08,21
13849,0.01,16.74,0.11,148
13850,0.02,4.75,0.11,43
13851,0.02,7.36,0.13,58
13852,0.01,12.74,0.12,103
13853,0.01,45.24,0.43,104
13854,0.01,23.47,0.22,106
13855,0.03,2.57,0.08,31
13856,0.09,1.14,0.1,12
13865,0.01,5.56,0.08,69
13866,0.02,3.46,0.07,50
13867,0.01,7.79,0.09,87
13868,0.02,7.55,0.17,45
13869,0.04,1.69,0.07,24
13870,0.04,2.47,0.1,25
13871,0.03,2.14,0.07,32
13872,0.01,12.52,0.16,78
13873,0.04,3.27,0.13,26
13874,0.03,2.63,0.09,29
13875,0.02,9.47,0.16,60
13876,0.02,7.05,0.15,47
13877,0.02,14.72,0.33,44
13878,0.02,12.03,0.19,63
13879,0.01,7.98,0.11,73
13880,0.02,9.58,0.16,61
13881,0.02,10.39,0.2,51
13882,0.01,19.76,0.18,109
13883,0.03,4.31,0.14,31
13884,0.03,8.38,0.21,39
13885,0.02,8.35,0.13,66
13887,0.01,12.69,0.14,89
13888,0.02,8.73,0.17,50
13890,0.01,6.9,0.09,77
13891,0.03,3.7,0.11,34
13892,0.01,16.97,0.11,151
13893,0.02,7.92,0.19,42
13894,0.04,2.92,0.12,24
13895,0.01,8.16,0.08,104
13896,0.01,9.84,0.12,82
13897,0.01,14.28,0.2,71
13898,0.02,7.83,0.15,51
13899,0.03,4.49,0.12,39
13900,0.01,10.25,0.12,88
13901,0.02,5.23,0.13,40
13902,0.02,7.35,0.16,45
13903,0.01,15.32,0.14,107
13904,0.02,7.34,0.14,54
13905,0.03,2.04,0.06,34
13906,0.01,10.24,0.15,70
13907,0.02,4.55,0.11,43
13908,0.03,3.28,0.09,35
13909,0.03,2.78,0.07,39
13910,0.02,5.73,0.12,47
13911,0.02,9.15,0.15,63
13913,0.01,15.55,0.12,129
13914,0.01,15.25,0.17,90
13915,0.02,3.67,0.08,45
13916,0.01,12.32,0.1,118
13917,0.02,4.09,0.08,49
13918,0.02,6.23,0.1,64
13919,0.02,5.88,0.14,42
13920,0.03,8.28,0.24,35
13921,0.03,19.04,0.56,34
13922,0.04,8.21,0.33,25
13924,0.05,5.12,0.26,20
13925,0.01,5.8,0.06,98
13926,0.03,6.36,0.17,37
13927,0.01,11.94,0.17,70
13928,0.02,10.06,0.17,60
13929,0.02,11.43,0.22,53
13930,0.02,13.0,0.2,66
13931,0.01,13.33,0.17,80
13932,0.02,15.88,0.3,53
13933,0.01,13.82,0.12,111
13934,0.02,15.48,0.31,50
13935,0.05,7.08,0.32,22
13936,0.01,16.17,0.19,83
13937,0.01,13.47,0.12,109
13938,0.02,15.54,0.25,61
13939,0.02,12.21,0.2,61
13940,0.02,16.1,0.26,63
13941,0.02,3.94,0.09,43
13942,0.02,9.25,0.15,61
13943,0.01,15.11,0.15,98
13944,0.01,15.76,0.15,107
13945,0.01,14.64,0.16,94
13946,0.01,16.1,0.19,86
13947,0.03,5.62,0.18,31
13948,0.01,15.63,0.12,133
13949,0.01,14.42,0.2,72
13950,0.01,16.7,0.19,88
13951,0.01,14.62,0.12,126
13952,0.01,9.4,0.13,75
13953,0.01,10.95,0.12,89
13954,0.02,13.86,0.27,52
13955,0.01,14.52,0.14,104
13956,0.02,12.27,0.21,59
13957,0.01,13.52,0.16,83
13958,0.02,15.19,0.23,66
13959,0.04,2.41,0.1,24
13960,0.02,9.26,0.18,52
13961,0.01,12.75,0.14,90
13962,0.02,15.56,0.26,59
13964,0.01,17.28,0.13,132
13965,0.01,15.0,0.12,126
13966,0.01,14.89,0.18,82
13967,0.01,6.99,0.1,68
13968,0.01,19.71,0.16,126
13969,0.02,15.02,0.27,55
13970,0.01,15.35,0.16,98
13971,0.01,15.18,0.16,95
13972,0.02,14.56,0.24,60
13973,0.01,20.08,0.15,137
13974,0.02,5.19,0.12,43
13975,0.02,11.42,0.22,52
13976,0.01,17.98,0.26,70
13977,0.02,8.38,0.17,48
13978,0.02,10.01,0.23,43
13979,0.01,17.69,0.19,94
13980,0.01,16.06,0.19,86
13981,0.02,6.3,0.14,46
13982,0.02,6.37,0.14,44
13984,0.04,2.7,0.1,28
13985,0.04,3.2,0.12,27
13986,0.02,11.27,0.18,61
13987,0.03,5.66,0.15,37
13988,0.02,11.01,0.23,47
13989,0.01,16.55,0.17,96
13990,0.02,8.05,0.16,51
13992,0.02,6.46,0.16,40
13993,0.02,14.2,0.27,52
13994,0.02,6.84,0.16,43
13995,0.02,14.27,0.29,50
13996,0.01,11.01,0.13,88
13997,0.01,15.47,0.2,76
13998,0.02,9.85,0.17,58
13999,0.02,7.33,0.14,53
14000,0.01,40.0,0.27,147
14001,0.05,4.3,0.2,21
14002,0.01,12.81,0.13,102
14004,0.03,5.97,0.16,38
14005,0.01,10.91,0.16,68
14006,0.02,4.42,0.11,41
14007,0.03,5.33,0.18,29
14009,0.01,16.58,0.18,92
14010,0.01,7.34,0.06,116
14011,0.02,6.3,0.12,54
14012,0.02,11.35,0.21,53
14013,0.02,5.04,0.12,41
14014,0.01,6.27,0.09,72
14015,0.02,4.95,0.1,52
14016,0.06,1.71,0.11,15
14017,0.02,10.85,0.18,62
14018,0.01,11.66,0.16,73
14019,0.02,18.77,0.3,62
14020,0.04,7.12,0.28,25
14021,0.02,14.2,0.24,58
14022,0.01,17.58,0.24,72
14023,0.01,13.36,0.16,82
14024,0.01,21.43,0.29,75
14025,0.01,17.44,0.18,97
14026,0.02,17.25,0.38,45
14027,0.02,26.82,0.41,66
14028,0.02,9.44,0.21,44
14029,0.01,21.67,0.21,103
14030,0.02,21.42,0.44,49
14031,0.01,30.73,0.18,170
14032,0.02,13.78,0.21,66
14033,0.01,26.54,0.39,68
14034,0.01,7.74,0.08,97
14035,0.02,13.66,0.22,61
14036,0.01,19.91,0.15,136
14037,0.01,15.6,0.12,128
14038,0.01,32.32,0.28,116
14039,0.03,7.27,0.21,35
14040,0.02,18.19,0.33,55
14041,0.02,15.82,0.28,57
14042,0.02,23.46,0.37,63
14043,0.02,10.98,0.2,56
14044,0.03,7.12,0.22,32
14045,0.01,14.11,0.17,83
14046,0.01,21.82,0.32,69
14047,0.01,33.36,0.32,105
14048,0.03,4.41,0.13,34
14049,0.04,6.36,0.24,27
14050,0.02,20.76,0.38,54
14051,0.01,22.8,0.28,80
14052,0.01,16.2,0.19,84
14053,0.02,17.03,0.28,61
14054,0.02,8.24,0.18,45
14055,0.01,26.97,0.19,139
14056,0.02,9.2,0.18,50
14057,0.02,5.7,0.14,40
14058,0.01,14.81,0.14,105
14059,0.01,15.06,0.19,78
14060,0.01,13.41,0.15,88
14061,0.04,4.06,0.15,27
14062,0.02,6.81,0.15,45
14063,0.06,1.7,0.1,17
14064,0.02,8.94,0.2,45
14065,0.02,14.87,0.24,62
14066,0.01,14.0,0.13,106
14067,0.01,9.98,0.14,72
14068,0.06,1.95,0.11,17
14069,0.03,6.97,0.2,35
14070,0.02,3.44,0.08,41
14071,0.07,1.76,0.13,14
14072,0.02,13.16,0.26,51
14073,0.01,15.17,0.16,97
14074,0.01,13.3,0.18,72
14076,0.06,1.45,0.08,19
14077,0.05,2.11,0.1,21
14078,0.02,11.68,0.2,58
14079,0.04,2.96,0.12,25
14080,0.01,9.55,0.13,74
14081,0.03,9.89,0.26,38
14082,0.03,3.01,0.09,35
14083,0.02,4.28,0.07,61
14084,0.01,10.01,0.12,86
14085,0.05,2.34,0.12,20
14086,0.01,10.75,0.12,89
14087,0.02,13.45,0.29,47
14088,0.02,26.25,0.42,63
14089,0.02,14.15,0.22,65
14090,0.02,8.77,0.17,51
14091,0.04,1.65,0.07,22
14092,0.02,8.08,0.18,46
14093,0.02,11.5,0.19,61
14094,0.03,6.49,0.18,36
14095,0.01,18.81,0.14,133
14096,0.02,16.13,0.25,65
14097,0.02,10.51,0.18,59
14098,0.04,5.75,0.21,28
14099,0.02,16.09,0.3,53
14100,0.02,18.03,0.33,55
14101,0.03,6.07,0.17,36
14102,0.02,18.73,0.29,64
14103,0.02,14.21,0.26,55
14104,0.01,10.86,0.15,71
14105,0.03,1.6,0.05,31
14106,0.01,18.23,0.16,111
14107,0.01,10.93,0.11,99
14108,0.01,10.06,0.12,85
14109,0.03,6.26,0.18,35
14110,0.04,2.62,0.1,26
14111,0.01,10.87,0.1,106
14112,0.06,1.19,0.07,17
14113,0.08,8.51,0.65,13
14114,0.02,34.58,0.63,55
14115,0.01,25.69,0.37,69
14116,0.02,9.45,0.17,57
14118,0.01,19.67,0.23,86
14119,0.03,5.16,0.18,29
14120,0.01,21.47,0.18,118
14121,0.02,10.18,0.2,50
14122,0.01,5.49,0.08,65
14123,0.02,6.15,0.15,40
14124,0.02,3.54,0.07,50
14125,0.03,8.02,0.22,37
14126,0.13,1.59,0.2,8
14127,0.03,5.85,0.16,36
14128,0.02,5.23,0.09,57
14129,0.02,11.82,0.26,45
14130,0.03,7.63,0.2,39
14131,0.02,11.31,0.21,54
14132,0.01,16.36,0.19,87
14133,0.02,7.0,0.15,46
14134,0.02,14.89,0.25,60
14135,0.01,15.61,0.23,67
14136,0.01,18.71,0.23,82
14137,0.01,14.94,0.2,75
14138,0.01,14.91,0.2,76
14139,0.02,11.73,0.18,64
14140,0.02,13.57,0.25,54
14142,0.02,16.07,0.31,52
14143,0.02,11.68,0.23,51
14144,0.03,10.59,0.29,36
14145,0.01,17.54,0.19,93
14146,0.01,18.56,0.2,93
14147,0.03,11.17,0.31,36
14148,0.02,6.84,0.11,65
14149,0.01,16.15,0.23,70
14150,0.01,15.45,0.23,67
14151,0.01,16.48,0.16,100
14152,0.05,2.51,0.13,19
14153,0.01,13.09,0.15,86
14154,0.01,17.22,0.25,68
14155,0.01,17.63,0.26,68
14156,0.02,12.04,0.29,41
14157,0.02,18.59,0.33,56
14158,0.01,18.39,0.18,103
14159,0.02,13.26,0.2,65
14161,0.01,17.84,0.22,80
14162,0.03,8.27,0.22,37
14163,0.01,8.71,0.12,74
14164,0.02,8.87,0.14,64
14165,0.01,18.81,0.24,80
14166,0.01,36.41,0.19,188
14167,0.02,12.93,0.22,58
14168,0.02,12.01,0.2,60
14169,0.01,15.29,0.22,71
14170,0.02,11.73,0.23,50
14171,0.07,3.55,0.24,15
14173,0.02,6.93,0.12,58
14174,0.03,4.25,0.11,37
14175,0.05,5.31,0.24,22
14176,0.03,7.39,0.23,32
14177,0.06,3.37,0.21,16
14178,0.05,4.6,0.21,22
14179,0.33,1.27,0.42,3
14180,0.02,11.9,0.22,55
14181,0.04,5.62,0.22,25
14183,0.07,1.74,0.12,14
14184,0.07,1.61,0.12,13
14185,0.08,4.01,0.31,13
14186,0.02,19.37,0.39,50
14187,0.05,5.29,0.24,22
14188,0.02,21.93,0.37,59
14189,0.01,24.7,0.27,91
14190,0.02,7.19,0.14,53
14191,0.01,5.46,0.08,68
14192,0.01,14.78,0.22,68
14193,0.03,7.02,0.21,33
14194,0.01,15.52,0.15,107
14195,0.01,9.9,0.11,88
14196,0.02,13.31,0.31,43
14197,0.02,7.87,0.14,58
14198,0.01,28.95,0.3,95
14199,0.01,35.15,0.38,92
14200,0.01,16.84,0.2,83
14201,0.01,10.77,0.13,86
14202,0.01,21.65,0.31,70
14203,0.02,14.43,0.32,45
14204,0.05,3.02,0.14,22
14205,0.05,4.46,0.23,19
14206,0.09,1.15,0.1,12
14207,0.01,153.83,1.42,108
14208,0.02,21.63,0.45,48
14209,0.03,9.22,0.3,31
14210,0.02,12.46,0.24,52
14211,0.02,9.47,0.22,43
14212,0.02,19.75,0.4,49
14213,0.01,12.76,0.17,74
14214,0.01,17.95,0.15,116
14215,0.02,11.77,0.18,64
14216,0.02,9.21,0.21,43
14217,0.01,23.86,0.29,81
14218,0.01,12.42,0.15,83
14219,0.02,6.03,0.15,39
14220,0.01,22.57,0.23,100
14221,0.04,5.24,0.19,27
14222,0.07,4.27,0.31,14
14223,0.0,21.11,0.1,206
14224,0.01,13.86,0.15,94
14225,0.01,22.06,0.25,90
14226,0.01,14.89,0.22,69
14227,0.01,14.44,0.15,94
14228,0.01,16.13,0.2,80
14229,0.02,8.7,0.21,42
14230,0.01,19.01,0.15,128
14231,0.02,7.54,0.14,53
14232,0.05,1.75,0.08,23
14233,0.09,1.55,0.14,11
14234,0.02,16.03,0.26,62
14235,0.02,6.58,0.15,43
14236,0.05,2.14,0.1,21
14237,0.02,8.66,0.15,58
14238,0.02,8.18,0.15,56
14239,0.04,4.48,0.19,24
14240,0.06,2.01,0.13,16
14241,0.03,5.85,0.15,40
14242,0.02,9.29,0.21,45
14243,0.03,7.13,0.18,40
14244,0.02,10.09,0.21,49
14245,0.02,8.23,0.16,52
14246,0.03,7.28,0.19,38
14248,0.03,5.95,0.18,33
14249,0.01,7.99,0.11,73
14250,0.09,1.26,0.11,12
14251,0.01,12.36,0.15,83
